text,label
haiwuwan farko horon gindi 😂 ngla muje zuwa mahaukaci ya hau kura,1
allah ya zaba mana mafificin alkhairi 👏 wanda kasar mu za ta samu zaman lafiya👏,0
daman ya fadi abinda bai sani ba ne kenan to irin wadannan kanzon kuregen nawa kenan ya yi ta fada mana a baya🤔 a da fa na dauka in mutum ya girma ba ya karya,1
kaji bura uba don allah🙊,1
hmm wane darene jemage be gani ba chan su qarata😅😅,1
ciki da gaskiya yafi ciki da qarya😎,0
llai 🤣🤣🤣🤣🤣 kanawa kina ruwa 😜😜😜🤪🤪🤪,1
maza alaji allah ya biya🤣😂,0
allah ubangiji yakare gwamna zulum alfarman annabi saw🙏,0
allah ne yake nunawa kwankwaso iyakar shi 😄😄😄,1
gaskiya ta cancanci yabo 👏,0
muko baxamu yafe bah ai 😠😠😠😠,1
muma mun lura masu shiga majalisa nijeriya yanzosuna shiga ne don su sace mana arziki da kudaden kasa 🙄🙄🙄,1
wai kullum sai dai ai ta cewa an kashe kuma baa nuna gawarwaki☹️,1
yana ga mai kiba bbc hausa wannan fa cin fuskayaya zaayi don kunga baba buhari mai gaskiya siriri ne zaku kawo mana wannan karin maganan tom dukda siriri ne yana da karfin shida baida karfi ai da bau daukin nauyin najeriyawa ba😎,1
allah yah ji kansa da rahama ameen 🤲🤲🤲,0
ta hanyar da akabi akasacesu tanan zasubi hanya ma sai antanbaya meyasa da zaa sace baa tanbaya ba 😧😧😧,1
😂😂😂😂 eh toh a iya cewa ta biya mana tinda duka ya aurar d yayansa mana toh meyarage mai 😂,0
assalamu alaikum ina so nayi amfani da wannan dama domin na mika sakontaaziya gareka bisa reshin mahaifin ka da kayi ubangijin allah ya baku hakurin juriyan rashin da kukayi na mahaifi da fatan sakona ta isa gareka daga yola a jihar adamawa 😭😭😭😢😥😪,0
sun warke sun barmu da balai😭,1
wanann gaskiyani allah ya kawo mana mafita🙏🙏,0
wannan babban shirme da rashin sa ni addini ko dama ai ba musulmai bane amma a addinin su ba bai yarda da haka ba duniya ta kusan tashi gaskiya banji dadin irin wannan lafazi ba daga abdul aziz muhammad jihar bauchi a karamar hukumar darazo najeriya 😭,1
babu wasu nasarori da anka samu😏😏,1
wai wannan sharbeben baki haka😁,1
allah ya shirya🕴️,0
allah ya shirya su🙏,0
allah yakara tsare muslim a duk inda suke ameen yarabb🙏,0
allah ya riga ya rubuta kaddarar mu😃,0
wllh dok qarya ne kawae da gsky ce baya so afada masa shiya sa 🤘🤘🤘,1
ana ta kashe yan kasa su kuwa ta wasanninsu suke allah ya isarwa talaka😭😭😭,1
saboda me zaa kaunace ka annabin allah ma yanada mahassada ballantana kai banzan bazara ma wanda ko talakawan suna dana sani akan zabenka da sukayi 😡😡😡,1
chaiiiii 🤩🤩🤩 rahma saudau kin yi kyau allah albarkachi rayuwar ki ameen ameen,0
masha allah megida sambo 💪 then taska namu,0
kema barka da shan ruwa madam halwa😁,0
haba mlm idan aka rasa irin rahma sadau to watakila aji duriyar su amma muddin sarauniya rahma nanan ai washa bazata ganu ba️,0
ansamu chutar corona a nigeria🤪🤪🤪🤪,1
yabashi ikon ida cin uban en nigeria mana 😂😂😂,1
zanchenka yasa natunada wata waqarka wacce karadawa suna ubangidana achikin waqar kanachewa uban gidana dazakadauki zanchena aradu allah daka haye tinanina👍,0
😂 😂 tir kashi abin aro baya ado,1
sai uban cin bashi amma ba abunda aka tsinana wa talaka banda talauci da kashe kashen rayukan alumah 😭😭,1
allah yakaramai lpy imani da tsoran allah👌👌👌💯,0
ina goyon bayan jaridar domin babu banbanci tsakanin mulkin buhari da mulkin soja wallahi ta kowane fanni matsaloli ne duba da irin yadda ake yiwa talakka mulkin mallaka babu wani abu na cigaba ga talaka a nigeria😭😭,1
hakan na nufin ganduje yaci taliyar karshe kenan🤔,1
baki dai ya yanka wuya🤔🤔🤔,1
ai a inda ake musulunci kawai nan akeyi wani kawai yana amsa sunan musuluncinne😂allah ysa mu mutu da imani ameen,0
inna lillahi wa inna ilaihi raajioonya allah ka bamu zaman lafiya aqasarmu najeriya da kuma duniya bakidaya👋,0
hmmm 🤔 allah sarki to ai goroma an kwanci shi👍👍,0
allah ba zai basu nasara ba alfarmar manzon allah saw tsinuwar allah ta tabbata akan kafirai masu yakar musulunciallah ka daukaka musulinci da musulmai ka karya kafirci da kafirai🤲,1
allah ya tsare mana gwamnan talakawa🙏🏾,0
rashi kokarin varane ya jawo musu rashin nasara😂,1
allah yakawo karshen wannan zangazanga dan darajar annabi 🤲🤲🤲,0
gaskia naji dadin wannan kyakkyawan labarin allah daukaka musulunci da musulmai🤲❤️,0
mun jinjina wa shugaban kasa kuma allah ya biya bukatarsa aminnnnnnn🤗🤗🤗🤗,0
allah yasa zamanmu a nigeria kaffarane amen 😂🤦,0
ko yanzu ya sauka ae ya cucemu ya zalincemu allah ya isa 😭,1
ji bakin mugu 🙄 daman hakuri yake da su suna kashe mutane da yake ba dan shi aka kashe ba,1
ruwa takarewa dan kada😂😂,1
kanka akeji dai 15bn nan dai bazaa baka ba😀,1
muna jin dadin kidan nan baba😂,0
anya lamarinki babu jifa a ciki 😂😂🙆‍♂️,1
an dade ana ruwa kasa na shanye😒 har agama daukan aikin dan talaka bazaiji labarin ba,1
baku da aiki sai fadar sharri har wani da dumidumi kuke cewa 🙄,1
😂 kenan ko buhari yasan baya kishin talakkawa to munjiya kuma mun gode,1
allah kawo mana saukin wannan musiba🙏🏽,0
ka ganka kamar dan saurayi 😁😁😁 allah ya kara basira,0
yaa allah yaa rabba yaa malik yaa jabbar yaa allah kaji qanmu ko muna raye komun mutu ko a qabari ko a dandalin alqiyama😭😭😭,0
ya ci gaba da iskanci saura marin malaiku ma 💪,1
toh wai wayagayamaka kai inkafada mana zamu yarda inhar zamu yaddadakai toh mu yarda dasumana kawai tunda kaine mara kunya zaka dubi idanunmu kace mana rahoton coronan nigeria dagaskene toh yanxu kan mage tawaye karya kuke kaje ka fadakar da gomnan kogi da cross river 😃😃,1
kaji in da ake yi dan allah👏,0
wannan karya ce tsagwaronta cin hanci kullum karuwa take😭😭😭😭😭,1
kedai akwai son abin kwarai🤗,0
yawalw mayen jirgi na aisha mai duwawun 𝖉ani adawo lfy 🙏,1
ydg dama idon kaji saurayin da yace ma budurwa ta turo mai da tsiraicin ta toh ba auran ta zai yi ba lalata kawai yake so yayi 😭😭,1
my kwanciyan hankali❤️❤️❤️😍,0
wallahi ko abokinama yana cikin wannan iftilai🙏🙏,1
ai zaman lafia kenan 🤣🤣mutai makawa yar uwarmu 😂😜,0
dama ai kukuke hada mana wuta inba iskanchi ba ina ruwan ka da shiga abunda babu ruwan ka inba hada fada ba😡😡,1
wañnan karon ataimakama wannan mara kunyan kenan 🤣🤣🤣,1
ameeeeen ya allah malam aminnu saira🤲🤲,0
ganduje garan bawul 😂,1
hannun ka mau sanda aka masa kuma nabar apc fitt wallahi 🏃 saidai pdp ☂ ai inda hope na kashe dan nigeria 🇳🇬 da akan buhari duk mun mutu kuma wallahi kowa buhari yatsayar ba ruwana dashi bare na zabeshi saidai in ubaana ne nankam 😞,1
allah sarki abin akwai ban tausayi sosai 😭,0
amman dai mahmud bai kyautawa simayya ba😥😣,1
shakka babu aminuddeen chantattacce ne kan samun digirin girmamawa a kowace jamia allah ya karo basira saura dafta 😂👍,0
a zauna a gida a wanke hannu idan an kuma jin yunwa a sake wanke hannu 😂,1
dadina da gobe saurin zuwa hka dama ya dinga yiwa kano kazafi shima 😂😂🤣🤣😅😅,1
toh fa kaji wata magana ai duk wani abinda buhari zai fada na banzane domin ni inada yakinin tayi kadan ta dage zabe babu sanin sa wllh ko kaci wannan zaben iya nisan lokacinka shekara 4 firaunama ya wuce ballai kai😭😭,1
munafukai damu suke🔴⚪⚫😩,1
gaskiya buhari yaji kunya inhar ya santa ace gudan shugaban kasa a gidansa ma ba zaman lafiya 😏,1
bill gates ya dade da damuwa game da yawan hayayyafa a duniya a fahimta na manufan bill and melinda gates shine takaita haihuwa a kasarmu 🇳🇬,1
toh fa meke faruwa allah ya kyauta mu dai kalu 🙄🙄🙄,0
wannan na ta iya girki ne aina zata iyayi kawae ta iya amma fa tana burgeni😉,0
wannan dai dai ne 🙏💞 allah ya daukaka muslunci,0
walahi mahmud yayi💪🏿 allah ya kara basira🙏,0
baba buhaari dodar🎶🎵🤸🏼🤸🏼,0
mashaallah allah yakawo mana📉 karshen wannan mummunar dabi a🛂 amen🙏,0
koma kowa kudi karuwa kudi limami kudi kudi ne addinin kanawa😊😀😁😂 dole alumma ta gurbabe,1
😭😭innalillahi wainnah ilaihi rajiun ya rabbi ka temaki musulunci da musulmai duniya 🙏🙏🙏,0
amin 😂🤣 mutuniyar ashe haryanzu da dan sauraki baki tafi gaba dayaba😁,0
hhhhhhhh wayyo dadi😂🤣😅,0
dan uwar sa ya jima bai dawo dasu ba 🖕🙄,1
ka ji shirme ana ta kashe mutane a kauyukan danmusa batsari kankara da sauran su a jihar katsina da wasu ma bangarorin na arewa amma yana maganan kudu wannan wane irin abin ban haushi ne da rashin kishi allah wadaran naka ya lalace😡😡,1
innalillahi wa inna ilayhir rajiun allah ya jikanshi yasa ya huta😞,0
munafukai arangama ko farmaki🤔,1
assalamu alaikum ina so nayi amfani da wannan dama domin na mika sakontaaziya gareka bisa reshin mahaifin ka da kayi ubangijin allah ya baku hakurin juriyan rashin da kukayi na mahaifi da fatan sakona ta isa gareka daga yola a jihar adamawa 😭😭😭😢😥😪,0
an zagi fiyayyen halitta annabi a kano gwamna da muƙarrabansa sunyi shiru kamar komai be faru ba kuma wai yana kiran kansa da khadimul islam amma kuma sai gashi cikin gaggawa shi da muƙarrabansa wai sun sauke sarkin kano bisa rashin biyayya ga gwamnati 👀👀,1
duk dai iskancin ka vaxakai kamar abu jahilva muje xuwa inka fasa kai ba dan babanka bane😏,1
ni dukkansu babu wanda zanyabawa tsakaninmu dasu allah ya isa baruwa bahuta ba hanyoyi masu kyau babu asibitoci isasu babu abinci mai kyau ga talaka tir da mulkisu duka musammama buhari allah wadaransa yafi kowa cutar damu 😭,1
maganar gaskiya napi tunawa da man petr 😭😭 allh yay masa gafara,0
allah yasakawa da malam da gidan aljannan🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,0
wlh kuwa allah yasa hakan shi ne mafi alkhairi 😭😭😭🙏🙏🙏,0
allah zai saka musu 😔,0
mukam ai muna ganin shugabanci a kasar nan tamu 😡 kuma dama duk wanda yace wani bai iya kumai ba shi kadai ya iya to fa wallahi shi ma bai iya ba,1
ubangijin allah ya kiyayeallahumma aameen🤲🤲🤲,0
duk wanda naji ya che katsina allah tsinke ma uwar makiyin shi albarka😁😁,1
allhmdllhallah yatona asirinsu👏🏾👏🏾👏🏾🤚🏼🤚🏼,0
tohallah kadai yasan manufarsu sesuidan zuwansu alkhairine garemu allah ya basu saaidan kuma akasin hakane allah yasa su kasa zama su kuma inda suka fitoallah ka tsaremu da kasarmu daki daya amin🤲,0
kazo nan bbc hausa na gulmar ka 🤸🏃🏃🤸,1
ai duk wadda ya goya wa buhari baya sai ya juya mai baya 😆,1
😂 😂 😂 chai in kai nada nama shafa naka kaji wai yau babangida ke bamu shawara allah wadaran munafiki,1
nawa ya bako kuma ki saka potansa kuka sa na sarki kai she dai munafurci ne ga shinan tsaka ya fito 😂,1
lallai anyi abun kirki😆,0
da ma ai ba harkar allah da annabi ba ce allah ubangiji ya rusa ta ya ba ku wadda ta fi ta🤕,0
ubansa ya daki hancin uwa tasss dannmeci uwa naii shi gunkin😡😡😡😡😡,1
miyagu sun cika nigeria 🇳🇬 wllh,1
allah ya bar mutum da masoyan shi😀,0
sadaukarwar da yayi wa nafisa saboda farin cikin tah 🙏,0
aiy yaqida da rashawa a nigeria kmr tafiyar kunkuru ne 👌,1
rabu dasu kadawo dan allah kamana aiki 🥺,0
🙏 asha ruwa lafiya oga,0
kaga kama karyako 🤔🤔 bayansu babu wanda yakamasu sanda sukayiwa gomnatin baya 😢 allah yakawomana daukin wannan zudda jinin da akeyi a yankunanmu na arewa 🙏🙏,0
tsakanin mu da shi sai dai allah ya isa mu yan jahar katsinakuma ba xamu taba yafe mashi ba kuma mu duk wanda keda sa hannu game da kashe kashen mutanan dakeyi a jahar katsina allah ya saka muna duniya da lahura 😩😭😭😭,1
kuma har yanzu ba labarin sauki mai yuwuwa su kuma sun irin wadannan adduoin sama miyan 100😭 allah ka duba bayin ka ka kawo mana dauki,0
buhari allah yasa tsakanin mu daku wallahi 🥺😭😭😭,1
ameen ameen 🤲🏽 amma fah wannan dimma yayi dadi ba lefi,0
😭😭 duk sanda naga irin wannan labari ina murna da kokarin irin wanna mutane sannan ina tausayawa shugabanninmu domin yawancin su basa tsoron haduwa da ubangijinmu allah ya isar mana,0
allah kubutar da saurar 🙏,0
sharrin da ƙagen cnn bazasu hanashi chara ba😎,1
tabbas a fusace yake 😂,1
kin taro fitinar sharri kuma na fiki🤪🤪,1
hmmmm malam yawale barka da zuwa ina fata dai kwana arbain da shidan nan basuyi kadan ba akwai wasu taron kawa juna sani wanda mukeso kadanje don karawa najeriya girma a idon duniya🤗,0
ana tsula tsiya a duniyar nan😂😂😂,1
wannan matsalar su ce mu minti nan 🚀🚀🚀,1
aikuwa an kece reni 😂 an masa fatafata,1
allah yasa sun hutah nigeria 🇳🇬 sai allah allah ya kawo mana karshen wanan fitinan,0
matsalar wiwi kenan pha inji ubanwa yace umurnin buhari ne 😏,1
wakansa na yabon annabin rahama🙏,0
kuma yafi ko ina dadi ba😂🤣,0
ina yin ka sambo 🤝,0
allah yasaka da alkairi 🤲 kuma allah yabaka ikon aikatawa,0
allah ya bashi lafiya tare da duk sauran wanda suka kamu da ita allah yayi mana tsari da ita baki daya😢,0
mu de fatan mun alkairi ga dukkan sarakuna mu🙏,0
allah ya dawomana da k lafiya🕋,0
allah ya kaimu raida lafiya👌🏻,0
haba ranki ya dade muna zaman zamanmu lpia ki ta qoqarin sai kin samu yin wankan dole😢 adinga tuna cewa abin marmari bai da kadan😡,1
ai komaima 🥰ba irinsu mahmud ba🤣dan allah a dawo mana da lukuman,0
sulhu alkhairi ne allah yabia baba gandujen mu😊,0
nigeria 🇳🇬 karshan munnafukai,1
kwanan sune yakare inkuma so kuke kuja da nufin allah toh bismillah 😏 da har xaku wani tmbyi meyake jawo yawan mutuwa😒,1
masha allah allah yakawo kasuwa 😎,0
durin uwar wadanda suka kai shi karar 😠😠,1
ba kalmar da buhari yakeso kamar allah wadai 🙄🙄,1
🤣🤣🤣 gaskiya ne a wanan shigan kuma akayi adua fata na dei allah ya karba,0
hahahaha haba me ake da irin wannan tashen tashen da babu riba sai faduwa a cikin sa 😭 suma da zaa duba zukatan su babu abunda zaa gani face tsabar danasani da nadama da kuma fatan inama hannun agogo zai koma baya,1
mummunar al adace wollah 🏃🏃,1
sai ga ganduje yana kai gaisuwa 😂,0
anci moriyar ganga an yarda 😂 😂,1
ita ma fa laila ka yaudare ta🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ashe murja bata san kana da jamila ba🤔🤔🤔🤔,1
masha allah teemah kinyi kyau sosai👌👌,0
allah shi karba addua mu 🙏,0
anya kwa wannan tsohon ba dan shaye shaye bane 🙄🤨,1
ai kuwa baki san annabin ba saw domin cewa yayi a tsinewa mata masu shiga irin wacce kike yi domin su ɗin tsinannanu ne😠,1
allah ya jikanta da rahma yasa ta huta 🙏🏻,0
an kwashe yara yan makaranta baka ce komai ba amma wai kana taya dan dambe murna 😡😡,1
allah ya tsare mutuncinka yallabai 🙏,0
ai tunda firauna ya zama dan africa to tabbas yana da jikoki a nigeria 😏😏,1
ni shegiya inji dan daudu 🤧,1
allah y rayashi akan sunna annabi tsira da amincin allah su tabbata a gareshi 🙏,0
bisa dukkan alamu a yadda zaɓen ke tafiya akwai yiwuwar nasara ga jamiyya mai mulki kuma wannan nasara koda an sameta tana tattare da zaƙaƙurin ɗan takara ne da ita jamiyya mai mulki ta tsayar wato malam bazu mohammed allah yasa haka yazama abu mafi alkhairi ga makwabtammu🇮🇪,0
gaskiya wannan hukunchi baiyi ba kuma abun yafara yawa sallar ma arasa lokachin hanata sai da axumii xaahana to allah gasunan gaka 😭😭😭😭😭,1
to allah ya shiga tsakanin nagari da mugu😜,0
wato iya kudinka iya shagalinka kenan 😂😂😂😂😂,0
tabbas buhari baya bawa jahar kano goyan baya ta kowacce fuska nayi dana sanin zabar buhari 2015 wannan shine babban kuskuren dana farayi a siyasa 🤔,1
to munji dn uwar mutum☹️,1
mutumin nan akwai zari 😅😅,1
ya salamallah ya kawo mana karshen wannan tashin hankalin🙏,0
innalillahi wa innallaihi rajiun 😭😭 allah ya jikan yan uwanmu yan arewa mazauna kuducin nijeriya wainda wannan rikicin ya rutsa dasu har yayi sanadiyyar rasa rayukansu da dukiyoyin su allah ya gafarta musu allah ya kawo mana dawammen zaman lafiya a nigeria baki daya,0
jin irin wannan lbrn yana sani jin yunwa fa😂,1
ashe firmino dan iska ne shi ma 🤣🤣,1
allah dai ya karemu don ba abinda gwamnati zata iya yi akai allah mun tuba 😭😭😭,0
fifar banza iran tafi karfin wannan rainin wayon yo aduniya akwai wanda yaisa yasata abinda taya niya ba su tabbayi trump mana 😁😂😂,1
subhanallah 😥 allah yasa ba kawai rubutawa suke ba 😂,0
dafa dika mae kyau zazzafah 😂😂,0
ihun ka banza kenan 🙈,1
dan allah bbc abinda yadace yakamata a dunga fada 🙏🏽,0
wannan ba dai dai bane🙅,1
ameen allah ubangiji ya karbi ibadu🙏🙏,0
allah ya ji kanshi da fafaratasa😂😂😂,0
kana cewa mudi ina baka mari 😂😂,1
ku dai yi a hankali kar firauna ya kwace 🤕,1
saura namu nigeria mai ikirarin gaskiya 😎,0
allah mun tuba gamu gareka ka jikanmu ka tausaya mana badan halin mu ba kadubemu da rahama taka ka karemu da dukkan alumar annabi don albarka sa ka tausaya mana mun tuba😭😭😭😭,0
dole su fadi haka saboda sunsan ba su a cikin wannan wahalar metswww allah ya isanmu😥,1
ehhh to anawa ganin gaskiya gidan ango yapi kashin kuddi dalilina shine ginin da zaiyyi da kuma kayan lepe idan wannan kawae akabarshi dashi gdn amarya xaiyi wuya sukashi kudin da zai kashe🙈,0
wallahi duk wanda yakara yin wani hasashen yace azumi 30 zaai wallahi sai munci uwatai 😭😭,1
duck wani hakkina dake kansa nayafemasa allah yasa yana cikin aljannatul fiddausi ya allah 😢🇳🇬🙏,0
wanan haka yake babu ja aciki narantse da allah kuma da kanku bbc kuna daya daga cikin hanyar da akebi wurin lalata kasar mu😭😭,1
hausan nan tayi muni wai tutsu😂,1
oh oh allah sannunku da aiki bbc😏,0
shege jaki idan ma yagoyi bayan hakan uban waye zai aureshi😎,1
wayyo allah yakawo mana sauki😫😓😓,0
amman dai wllh bahari haya jin tsoron allah yaushe aka bawa talaka ko taliya daya🤔,1
kuma ankarya sandar baa🤣🤣🤣,1
karyane nigeria 🇳🇬 kasatace batadayuwa kai maifadi kaikeda yunwa,1
😃😃😃😃😃😃 abun dariya an yi wanda suka fi ka basu kai labari ba balanta kai karim dan iska ko ni nafi karfin ka,1
😂😂😂😂 ya dake maza shi aiki yasama dama in allah ya yankawa mutun kazar wahala wallh sai yafiketa,1
allah dai yasa mu dace abin baa cewa komai😞,0
buhari ya bada umarni a bude boda 😭 bamu iya ciyar da kan namu ba mun sha wahalar banza allah ya isa wlh,1
kana ruwa tsundum wlhi 🏊‍♂️,1
banda dan iska ne kai ayi shekara 10 ana yimaka fyade sai yanzu zaka fada ka gama shan dadinka 😂😂😂😂🔥🔥,1
a gsky abun bakin ciki ne a wajen duk wani dan nigeria ace duk fadin africa munfi ko wacce kasa arziki amma ta ko wanne fanni mune koma baya gsky idan na tuna kasashen da basu kaima arziki ba sun fima ci gaba abun yana sani 😭😭,1
qarya ne wannan yahudanci ne kawai😎,1
wannan shine yake qara labbatar mana dacewa hukumomi suna qirqirar rigakafi na boge saboda biyan bukatar su da wannan nakecewa ni a fahimtana bangamsu da rigakafin allurar corona da akeyi ba itama wata buqatarsu sukeso su cimma da ita kamar yadda sukayi anan 👆,1
😂😂😂😂 dama ay wata babbar cutaceba,1
allah ka karemu ka kawo maba afuwa🙏,0
inna lillahi wa inna ilaihi raji uun 😭😭😭😭 ya allah ya allah ya allah ka kawo mana karshen wan nan musifah ya allah ka tona wa duk wani azzalumi asiri a duniya baki daya ya allah ka tsare mana rayukan mu da dukiyoyin mu da kyalanmu baki daya,0
waye wannan yayi min kafa🤔,1
innalillahi wainna ilaihi rajuun😭😭 allah yayiwa shugaban kasar najeriya muhammad buhari taurin kai😂,1
allah kasadamu da ceton annabi muhammad s a w🙏🙏🙏🙏,0
buɗe iyakokin nigeria wata komabayane da ƙasarmu keneman fuskanta ta laakari dacewar yanzune aka fara zuba jari a bangaren dayayi shekaru a ruguje ahalinyanzu kuwa matslolin dake akwai sunesuka fara bayyana haɗida ƙanƙanuwar nasara nigerian feed all africans🙏,1
allah yasa malaiku zabaniyawa 🥵😡☠️👌su dara maka nan bada jumawaba 🤲🏼 dan wahala😡,1
allah muntuba allah mundawo xuwa gareka ya allah kamana tsari da wannan abu ya allah ka nisanta mu da ita ameen 🙏🙏😭😭😭,0
bamuyarda da tsarin da elrufai yakawo ba allaah yawadaren na ka ya lalace 😢,1
duk bakin cikin mai mulki sai munci shinkafa 😂,1
uhm 😐 allah ya shirya mana🙏🏽,0
ana hegiya a nigeria 😂😂,1
🤣🤣🤣🤣🤣🤣 kai abun ya fara isarka kenan kaida kace gwanda yan kasuwar ka suyi bara da korona ta kamasu,1
alhamdulillah❤️ allah ka dada kawo manah saukin wannan fitintunu🙏🏻,0
😢 allah yajikan malam allah yakai haske kabarin malam jafar 🙏🏽😢 duniyya abun tsoro ce allah ka rabamu da ilimi mara amfani wani ilimin dashi kwara jahillci,0
gwanaye ne wajen sakin layi😂 kuma in suna magana sai kaga sun zuboma ido inkazo wucewa😂,1
daman anga watan nan shine ake yimana wasa da hankali 😣😥,1
hmm kuna ruwa🤔🤐,1
hahahah an maida mana kasa ta koma wasan kaikwayo allah sarki lanjeriya kasarmu ta gado 🤣,1
ke kuma ki rika hkr in an takalekii kinji 🤷,0
allah ya stare mu da tabin hankali waenda keda tabin hankali koma muna rukon allah yabasu lafiya 🤲🤲🤲,0
gaba dai gaba dai gwamnatin jihar kaduna gaba dai gaba dai mal nasir elrufai💪💪💪,0
wannan hukunci abin alfahari ne 👏,0
allah ya baki lafiya aisha🙏😢 allah ya yaye miki wannan cutar 🙏 allah koma ya hadaki da aa nagari 💔💔,0
😂😂😂😂na dauka ma maganin mutuwa suka samo,1
hmmm karyar banxa kawai babu wata corona😏😏,1
subhanallah ya allah kaimana sauki wadannan musifu🙏,0
allah ya raka taki gona chan gasu gada 🙌 allah ya kiyaye hanya,0
kuma al qurani ne me debe mana kewa bawani waqa 😞😠,0
haka dai zai qare a wulaqance 🤣🤣🤣,1
twitter dai tashiga matsala ina wannan rubutun ne daga netherlands 🇳🇱,1
kawai ya kwashe tsimmokaransa ya bar white house 🙄😵,1
wannan hauka kenan kana rabama mutane yan kudade kuma kana qara musu tsananin rayuwa allah wadaran wannan tunani naka😎,1
innalilahi wainnailaihi rajiun 😭 allah yabashi aljannatul firdausi 🤲🤲,0
aii mutane nan hauka suke yi wllhi 🚶🚶,1
haba mai girma shugaban kasa ko a jiya da daddare boma bomai sun fashe fiye da 8 a anan maiduguri har mutane na dar dar din fita zuwa tahajjud 🙄,1
rahama amma yanxu kinkoma addinin hindu ko addinin priyanka chopra idan ko hakane xanyi bakin ciki sosai muruka😭😭😭😭wllh,1
me ake jira shima akawun daba za a harbe shi ba🤦😠,1
😂 haha 😂 wals nima nawa kullum ana ragemin narasa dalili,1
baba buhari ikon allah kana tareda nasara insha allah🤲🤲,0
allah y kawo dauki amin 👏,0
😂😂 haba sai kace ana hauka shine wallai nigeria an raina matasa yoh dan shekara 71 daya kamata ace yana jiran mutuwarsa come n see😩😂,1
allah sarki nageria kasata 😢😢😢,0
wanka da sarauta sun kare a kano😭😭😭 izza da kwalliya shine kadai ya kasaita kuma ita ce sarauta allah ya taimaki sarki sunusi ii🤲🤲🤲,0
ya allah muna rokon ka ka bamu zaman lafiya a duniya baki daya 🙏,0
yana nufin dan iskan yaya kenan 😍😍😍,1
duniya kenan manyan sai tafiya suke allah yajiqanshi da rahama yasa aljannar fidausi ce makumarsa bijahi rasululah s a w 😭😭😭,0
fatan rashin nasara 🤣 allah yasa abasu kaya,1
wadda dabinon yangudun hijra ma ba ta kyale ba 🤔🤔🤔,1
ni dama abin yabani mamaki wai su garuje ansamu mukamin farfesa😄,1
duk sekunci buraubanku lahira badebaku bariba koh 🤪🤪🤪,1
📻 bbc hausa da sauran maaikatan ku maza da mata wadanda duke nigeria da birtaniya ina taya ku murnar cika shekara 60,0
anayi muna jin dadi😂😂😂 godiya 1000 baba,0
muna fatan kar yadau shawarar wannan sokon manjo 😏,1
yau ranar kaza gobe ranar kaza yen yen yensaimuga yazusuyi idan ranakun suka kare abubuwan yin basu kare ba🤣🤣🤣🤣,1
uhm uhm abu baiyi dadi ba 😢😢,1
rahman allah ya tabbata a garemu dani dake dasauran musilmai dan allah in xaki aure ina so ki gaiyaceni dan inaso in ganki😳,0
tunda kun mayar da yan kasarku bayu doli kuce zaku dinga kaimu su abinci ta jirgin sama sabida kun kasa kare rayukansu zakuyi bayani wajen allah 😢😢,1
waike wace irin macece mara jin magana ba kince bazaki kara bane irin wannan abun da kikayi shi yaja aka zagi fiyayen halitta salallahu alaihi wassalam 😥😭😭 har kika fito kina kukan munafurci kina cewa kin daina yanzu wannnan maye kenan,1
allah yasa har zuci 🚶‍♂️🏌️‍♂️,0
kutumar uban can🤭 lallai gayen nan ya raina mu,1
ashe kaima kana dana karya 😂🤣😂,1
allah yahada sa a🤲,0
allah ya tsinewa kalaman garba shehu makaryaci wawa marassa kisin yankinsu idan hakane meyasa akanemi kuriar su a 2015 da kuma 2019 wlh allah wadai da kai da buhari allah ya isa kuncin amanar mu wlh zakuga karshinku😭,1
allah ya starimu dan darajar manzo allah 🙏,0
chabdi mutumina na ruwa😅😅,1
alhamdulillah allah yaqara mana san fiyayyen halitta❤️💕,0
malam dan allah kahada harda kwailaye 😂🚶🏽,1
zasuyi bayani ai 😏 manafukan banza,1
aifa saide uwar diya taji kunya 🙅,1
allah akbar wasu nafada akan garri😥,0
allah yasaka mana zaluntar mu da akayi🙏🙏😏😏,1
ji wannan tsowon dallah🤔,1
kai yarike kayan shi bamaso ko arubuta mai da kyau saboda kada yace mana aci akoshi inyaso covid 19 aita tayi 🤣🤣🤣,1
hmm🤔 ya rabb allah ka raba mu da duniya lafiya 🙏,0
wannan yanada kyawo allah ya taimaka 🙏,0
da gudu nabar manchester united ciwon zucia 😄🤣,1
tau ubangiji allah ya isar miki da isarsa kidaina wannan kukan😭 kawai ki maida komai nakiga allah saboda shine kawai wanda zaibi miki hakkinki,0
shirun dai yafi masaa 👌alokacin guraren bautama tsoron zuwa akeyii allah ya kyautaa yakawo mana qarshen wannan matsalolin ameeen🙏,0
allah yabamu ikon ramawa 😹😹😹,0
karya ne 🤣😂 makaryata,1
ubangiji allah ka kawomana karshen mulkin azzalumai da jahilai a wannan kasa tamu nigeria 🙌,0
dan allah da annabi mene amfanin kashe mutunan da basu ji basu gani bah kuma musulmai yan yanki daya kabila daya wajibine mu tashi tsaya tun da shuwagabanin mu baza su iya karemu bah mu kare kammu da kammu mu ba kaji bane da za ana yanka mu yanda akaga dama😭,1
a gaskiya yau saku yaisah yarda muke so allah yakara fahimta aminu saira amman dan allah ka isarmin da sakuna ga mamar guntu watomina allah yakara matasanin labarina😂😂😂😂,0
allah yasa muna da rabo me tsoka acikin kudin 👌,0
